1.29E+02
1.24E+02
1.16E+02
1.35E+02
1.60E+02
1.95E+02
2.20E+02
2.38E+02
2.77E+02
2.02E+02
2.39E+02
3.02E+02
3.11E+02
3.03E+02
2.91E+02
2.12E+02
1.88E+02
2.12E+02
2.41E+02
