Make,Model,Year,Sales,annual fuel consumption,annual fuel consumption (f2),T to charge120,T to charge240,mpg city,mpg city (f2),phev city gpm/100,city epm/100 ,co2,co2(f2),co2TailpipeAGpm,mpg comb,mpg comb(f2),combinedCD GPM/100,cylinders,displ,drive,fuelCost,fuelCostA08,fuelType,mpg highway,highwayA08,elec compumption kw/100m,LV,PV,id,trany,UCity,UHighway,VClass,year,youSaveSpend,evMotor (0 for non electric),mfrCode,charge240b,mpg City total,mpg Hwy total,mpg Comb total,MSRP Low,MSRP High
Acura,CL,2000,24677,16.4805,0,0,0,17,0,0,0,444.35,-1,0,20,0,0,6,3.2,Front-Wheel Drive,2450,0,Gasoline,27,0,0,14,90,16573,Automatic,21.3967,37.4409,Compact Cars,2001,-4750,,,0,17,27,20,0,0
Acura,CL,2001,18993,16.4805,0,0,0,17,0,0,0,444.35,-1,0,20,0,0,6,3.2,Front-Wheel Drive,2450,0,Gasoline,27,0,0,14,90,16573,Automatic,21.3967,37.4409,Compact Cars,2001,-4750,,,0,17,27,20,0,0
Acura,CL,2002,12072,15.69571429,0,0,0,17,0,0,0,423.1904762,-1,0,21,0,0,6,3.2,Front-Wheel Drive,2350,0,Gasoline,27,0,0,14,90,17489,Automatic,21.6661,37.3706,Compact Cars,2002,-4250,,,0,17,27,21,0,0
Acura,CL,2003,6593,15.69571429,0,0,0,17,0,0,0,423.1904762,-1,0,21,0,0,6,3.2,Front-Wheel Drive,2350,0,Gasoline,27,0,0,14,90,18459,Automatic,21.6719,37.33,Compact Cars,2003,-4250,,,0,17,27,21,0,0
Acura,CL,2004,283,15.69571429,0,0,0,17,0,0,0,423.1904762,-1,0,21,0,0,6,3.2,Front-Wheel Drive,2350,0,Gasoline,27,0,0,14,90,18459,Automatic,21.6719,37.33,Compact Cars,2003,-4250,,,0,17,27,21,0,0
Acura,CL,2005,1,15.69571429,0,0,0,17,0,0,0,423.1904762,-1,0,21,0,0,6,3.2,Front-Wheel Drive,2350,0,Gasoline,27,0,0,14,90,18459,Automatic,21.6719,37.33,Compact Cars,2003,-4250,,,0,17,27,21,0,0
Acura,CL,2006,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acura,CL,2007,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acura,CL,2008,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acura,CL,2009,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acura,CL,2010,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acura,CL,2011,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acura,CL,2012,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acura,CL,2013,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acura,CL,2014,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acura,CL,2015,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acura,CL,2016,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acura,CL,2017,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acura,CL,2018,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acura,ILX,2000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acura,ILX,2001,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acura,ILX,2002,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acura,ILX,2003,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acura,ILX,2004,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acura,ILX,2005,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acura,ILX,2006,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acura,ILX,2007,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acura,ILX,2008,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acura,ILX,2009,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acura,ILX,2010,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acura,ILX,2011,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acura,ILX,2012,12251,12.20777778,0,0,0,24,0,0,0,322,-1,0,27,0,0,4,2,Front-Wheel Drive,1850,0,Gasoline,34,0,0,12,89,33146,Automatic,30.3,49.7,Compact Cars,2013,-1750,,HNX,0,24,34,27,26200,31150
Acura,ILX,2013,20430,12.20777778,0,0,0,24,0,0,0,322,-1,0,27,0,0,4,2,Front-Wheel Drive,1850,0,Gasoline,34,0,0,12,89,33146,Automatic,30.3,49.7,Compact Cars,2013,-1750,,HNX,0,24,34,27,26200,31150
Acura,ILX,2014,17854,12.20777778,0,0,0,24,0,0,0,322,-1,0,27,0,0,4,2,Front-Wheel Drive,1850,0,Gasoline,34,0,0,12,89,33566,Automatic,30.3,49.7,Compact Cars,2014,-1750,,HNX,0,24,34,27,0,0
Acura,ILX,2015,18531,11.77178571,0,0,0,24,0,0,0,321,-1,0,28,0,0,4,2,Front-Wheel Drive,1750,0,Gasoline,34,0,0,12,89,35185,Automatic,31.2,49.7,Compact Cars,2015,-1250,,HNX,0,24,34,28,22845,34120
Acura,ILX,2016,14597,11.36586207,0,0,0,25,0,0,0,309,-1,0,29,0,0,4,2.4,Front-Wheel Drive,1700,0,Gasoline,35,0,0,12,89,36034,Automatic,32.5,50.7,Compact Cars,2016,-1000,,HNX,0,25,35,29,27310,33010
Acura,ILX,2017,11757,11.36586207,0,0,0,25,0,0,0,309,-1,0,29,0,0,4,2.4,Front-Wheel Drive,1700,0,Gasoline,35,0,0,12,89,37378,Automatic,32.5,50.7,Compact Cars,2017,-1000,,HNX,0,25,35,29,44710,51490
Acura,ILX,2018,11273,11.36586207,0,0,0,25,0,0,0,309,-1,0,29,0,0,4,2.4,Front-Wheel Drive,1700,0,Gasoline,35,0,0,12,89,39557,Automatic,32.5,50.7,Compact Cars,2018,-1000,,HNX,0,25,35,29,29990,34905
Acura,Integra,2000,25975,14.33086957,0,0,0,21,0,0,0,386.3913043,-1,0,23,0,0,4,1.8,Front-Wheel Drive,1750,0,Gasoline,28,0,0,25,160,15640,Automatic,26.1883,38.9626,Subcompact Cars,2000,-1250,,,0,21,28,23,0,0
Acura,Integra,2001,13736,14.33086957,0,0,0,21,0,0,0,386.3913043,-1,0,23,0,0,4,1.8,Front-Wheel Drive,1750,0,Gasoline,28,0,0,25,160,16488,Automatic,26.2141,39.04,Subcompact Cars,2001,-1250,,,0,21,28,23,0,0
Acura,Integra,2002,19,14.33086957,0,0,0,21,0,0,0,386.3913043,-1,0,23,0,0,4,1.8,Front-Wheel Drive,1750,0,Gasoline,28,0,0,25,160,16488,Automatic,26.2141,39.04,Subcompact Cars,2001,-1250,,,0,21,28,23,0,0
Acura,Integra,2003,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acura,Integra,2004,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acura,Integra,2005,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acura,Integra,2006,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acura,Integra,2007,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acura,Integra,2008,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acura,Integra,2009,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acura,Integra,2010,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acura,Integra,2011,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acura,Integra,2012,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acura,Integra,2013,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acura,Integra,2014,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acura,Integra,2015,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acura,Integra,2016,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acura,Integra,2017,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acura,Integra,2018,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acura,MDX,2000,9750,19.38882353,0,0,0,15,0,0,0,522.7647059,-1,0,17,0,0,6,3.5,4-Wheel or All-Wheel Drive,2900,0,Gasoline,21,0,0,0,0,17191,Automatic,18.9789,29.3599,Sport Utility Vehicle - 4WD,2001,-7000,,,0,15,21,17,0,0
Acura,MDX,2001,40950,19.38882353,0,0,0,15,0,0,0,522.7647059,-1,0,17,0,0,6,3.5,4-Wheel or All-Wheel Drive,2900,0,Gasoline,21,0,0,0,0,17191,Automatic,18.9789,29.3599,Sport Utility Vehicle - 4WD,2001,-7000,,,0,15,21,17,0,0
Acura,MDX,2002,52955,19.38882353,0,0,0,15,0,0,0,522.7647059,-1,0,17,0,0,6,3.5,4-Wheel or All-Wheel Drive,2900,0,Gasoline,21,0,0,0,0,18137,Automatic,19.0392,29.3799,Sport Utility Vehicle - 4WD,2002,-7000,,,0,15,21,17,0,0
Acura,MDX,2003,57281,19.38882353,0,0,0,15,0,0,0,522.7647059,-1,0,17,0,0,6,3.5,4-Wheel or All-Wheel Drive,2900,0,Gasoline,21,0,0,0,0,19118,Automatic,18.6496,29.399,Sport Utility Vehicle - 4WD,2003,-7000,,,0,15,21,17,0,0
Acura,MDX,2004,59505,19.38882353,0,0,0,15,0,0,0,522.7647059,-1,0,17,0,0,6,3.5,4-Wheel or All-Wheel Drive,2900,0,Gasoline,21,0,0,0,0,20243,Automatic,18.5,29.3,Sport Utility Vehicle - 4WD,2004,-7000,,,0,15,21,17,0,0
Acura,MDX,2005,57948,19.38882353,0,0,0,15,0,0,0,522.7647059,-1,0,17,0,0,6,3.5,4-Wheel or All-Wheel Drive,2900,0,Gasoline,21,0,0,0,0,21351,Automatic,18.4,29.3,Sport Utility Vehicle - 4WD,2005,-7000,,,0,15,21,17,0,0
Acura,MDX,2006,54121,19.38882353,0,0,0,15,0,0,0,522.7647059,-1,0,17,0,0,6,3.5,4-Wheel or All-Wheel Drive,2900,0,Gasoline,21,0,0,0,0,22462,Automatic,18.4,29.3,Sport Utility Vehicle - 4WD,2006,-7000,,,0,15,21,17,0,0
Acura,MDX,2007,58606,19.38882353,0,0,0,15,0,0,0,522.7647059,-1,0,17,0,0,6,3.7,4-Wheel or All-Wheel Drive,2900,0,Gasoline,20,0,0,0,0,23771,Automatic,18.9,27.7,Sport Utility Vehicle - 4WD,2007,-7000,,,0,15,20,17,0,0
Acura,MDX,2008,45377,19.38882353,0,0,0,15,0,0,0,522.7647059,-1,0,17,0,0,6,3.7,4-Wheel or All-Wheel Drive,2900,0,Gasoline,20,0,0,0,0,25012,Automatic,18.9,27.7,Sport Utility Vehicle - 4WD,2008,-7000,,,0,15,20,17,0,0
Acura,MDX,2009,31178,19.38882353,0,0,0,15,0,0,0,522.7647059,-1,0,17,0,0,6,3.7,4-Wheel or All-Wheel Drive,2900,0,Gasoline,20,0,0,0,0,26163,Automatic,18.9,27.7,Sport Utility Vehicle - 4WD,2009,-7000,,,0,15,20,17,0,0
Acura,MDX,2010,47210,18.31166667,0,0,0,16,0,0,0,493.7222222,-1,0,18,0,0,6,3.7,All-Wheel Drive,2750,0,Gasoline,21,0,0,0,0,29797,Automatic,19.8,28.7,Sport Utility Vehicle - 4WD,2010,-6250,,,0,16,21,18,0,0
Acura,MDX,2011,43271,18.31166667,0,0,0,16,0,0,0,493.7222222,-1,0,18,0,0,6,3.7,All-Wheel Drive,2750,0,Gasoline,21,0,0,0,0,30772,Automatic,19.8,28.7,Sport Utility Vehicle - 4WD,2011,-6250,,,0,16,21,18,0,0
Acura,MDX,2012,50854,18.31166667,0,0,0,16,0,0,0,493.7222222,-1,0,18,0,0,6,3.7,All-Wheel Drive,2750,0,Gasoline,21,0,0,0,0,31947,Automatic,19.8,28.7,Sport Utility Vehicle - 4WD,2012,-6250,,HNX,0,16,21,18,0,0
Acura,MDX,2013,53040,18.31166667,0,0,0,16,0,0,0,500,-1,0,18,0,0,6,3.7,All-Wheel Drive,2750,0,Gasoline,21,0,0,0,0,33234,Automatic,19.8,28.7,Small Sport Utility Vehicle 4WD,2013,-6250,,HNX,0,16,21,18,33050,0
Acura,MDX,2014,65603,14.33086957,0,0,0,20,0,0,0,390,-1,0,23,0,0,6,3.5,Front-Wheel Drive,2150,0,Gasoline,28,0,0,0,0,33590,Automatic,25,39.9,Small Sport Utility Vehicle 2WD,2014,-3250,,HNX,0,20,28,23,60950,0
Acura,MDX,2015,58208,14.33086957,0,0,0,20,0,0,0,390,-1,0,23,0,0,6,3.5,Front-Wheel Drive,2150,0,Gasoline,28,0,0,0,0,35040,Automatic,25,39.9,Small Sport Utility Vehicle 2WD,2015,-3250,,HNX,0,20,28,23,16820,21380
Acura,MDX,2016,55495,14.33086957,0,0,0,20,0,0,0,391,-1,0,23,0,0,6,3.5,Front-Wheel Drive,2150,0,Gasoline,27,0,0,0,0,36119,Automatic,26.1,38.4,Small Sport Utility Vehicle 2WD,2016,-3250,,HNX,0,20,27,23,19995,32950
Acura,MDX,2017,54886,14.33086957,0,0,0,20,0,0,0,391,-1,0,23,0,0,6,3.5,Front-Wheel Drive,2150,0,Gasoline,27,0,0,0,0,37591,Automatic,25.5875,40.5575,Small Sport Utility Vehicle 2WD,2017,-3250,,HNX,0,20,27,23,0,0
Acura,MDX,2018,51512,14.33086957,0,0,0,20,0,0,0,390,-1,0,23,0,0,6,3.5,Front-Wheel Drive,2150,0,Gasoline,27,0,0,0,0,39541,Automatic,25.5875,40.5575,Small Sport Utility Vehicle 2WD,2018,-3250,,HNX,0,20,27,23,29515,47680
Acura,NSX,2000,221,18.31166667,0,0,0,15,0,0,0,493.7222222,-1,0,18,0,0,6,3,Rear-Wheel Drive,2750,0,Gasoline,22,0,0,0,0,15589,Automatic,19.2343,30.1499,Two Seaters,2000,-6250,,,0,15,22,18,0,0
Acura,NSX,2001,182,18.31166667,0,0,0,15,0,0,0,493.7222222,-1,0,18,0,0,6,3,Rear-Wheel Drive,2750,0,Gasoline,22,0,0,0,0,16425,Automatic,19.1342,30.2,Two Seaters,2001,-6250,,,0,15,22,18,0,0
Acura,NSX,2002,233,18.31166667,0,0,0,15,0,0,0,493.7222222,-1,0,18,0,0,6,3,Rear-Wheel Drive,2750,0,Gasoline,22,0,0,0,0,17332,Automatic,19.1342,30.2,Two Seaters,2002,-6250,,,0,15,22,18,0,0
Acura,NSX,2003,221,18.31166667,0,0,0,15,0,0,0,493.7222222,-1,0,18,0,0,6,3,Rear-Wheel Drive,2750,0,Gasoline,22,0,0,0,0,18292,Automatic,19.1342,30.2,Two Seaters,2003,-6250,,,0,15,22,18,0,0
Acura,NSX,2004,178,18.31166667,0,0,0,16,0,0,0,493.7222222,-1,0,18,0,0,6,3,Rear-Wheel Drive,2750,0,Gasoline,22,0,0,0,0,19332,Automatic,19.4,31,Two Seaters,2004,-6250,,,0,16,22,18,0,0
Acura,NSX,2005,206,18.31166667,0,0,0,16,0,0,0,493.7222222,-1,0,18,0,0,6,3,Rear-Wheel Drive,2750,0,Gasoline,22,0,0,0,0,20451,Automatic,19.4,31,Two Seaters,2005,-6250,,,0,16,22,18,0,0
Acura,NSX,2006,58,18.31166667,0,0,0,16,0,0,0,493.7222222,-1,0,18,0,0,6,3,Rear-Wheel Drive,2750,0,Gasoline,22,0,0,0,0,20451,Automatic,19.4,31,Two Seaters,2005,-6250,,,0,16,22,18,0,0
Acura,NSX,2007,2,18.31166667,0,0,0,16,0,0,0,493.7222222,-1,0,18,0,0,6,3,Rear-Wheel Drive,2750,0,Gasoline,22,0,0,0,0,20451,Automatic,19.4,31,Two Seaters,2005,-6250,,,0,16,22,18,0,0
Acura,NSX,2008,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acura,NSX,2009,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acura,NSX,2010,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acura,NSX,2011,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acura,NSX,2012,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acura,NSX,2013,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acura,NSX,2014,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acura,NSX,2015,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acura,NSX,2016,269,15.69571429,0,0,0,21,0,0,0,420,-1,0,21,0,0,6,3.5,All-Wheel Drive,2350,0,Gasoline,22,0,0,0,0,37436,Automatic,28.7,30.2,Two Seaters,2017,-4250,260V Li-Ion,HNX,0,21,22,21,66220,0
Acura,NSX,2017,581,15.69571429,0,0,0,21,0,0,0,420,-1,0,21,0,0,6,3.5,All-Wheel Drive,2350,0,Gasoline,22,0,0,0,0,37436,Automatic,28.7,30.2,Two Seaters,2017,-4250,260V Li-Ion,HNX,0,21,22,21,66220,0
Acura,NSX,2018,170,15.69571429,0,0,0,21,0,0,0,420,-1,0,21,0,0,6,3.5,All-Wheel Drive,2350,0,Gasoline,22,0,0,0,0,39787,Automatic,28.7,30.2,Two Seaters,2018,-4250,260V Li-Ion,HNX,0,21,22,21,48750,0
Acura,RDX,2000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acura,RDX,2001,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acura,RDX,2002,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acura,RDX,2003,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acura,RDX,2004,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acura,RDX,2005,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acura,RDX,2006,9164,17.34789474,0,0,0,17,0,0,0,467.7368421,-1,0,19,0,0,4,2.3,4-Wheel or All-Wheel Drive,2600,0,Gasoline,22,0,0,0,0,23772,Automatic,20.9,29.9,Sport Utility Vehicle - 4WD,2007,-5500,,,0,17,22,19,0,0
Acura,RDX,2007,23356,17.34789474,0,0,0,17,0,0,0,467.7368421,-1,0,19,0,0,4,2.3,4-Wheel or All-Wheel Drive,2600,0,Gasoline,22,0,0,0,0,23772,Automatic,20.9,29.9,Sport Utility Vehicle - 4WD,2007,-5500,,,0,17,22,19,0,0
Acura,RDX,2008,15845,17.34789474,0,0,0,17,0,0,0,467.7368421,-1,0,19,0,0,4,2.3,4-Wheel or All-Wheel Drive,2600,0,Gasoline,22,0,0,0,0,25013,Automatic,20.9,29.9,Sport Utility Vehicle - 4WD,2008,-5500,,,0,17,22,19,0,0
Acura,RDX,2009,10153,17.34789474,0,0,0,17,0,0,0,467.7368421,-1,0,19,0,0,4,2.3,4-Wheel or All-Wheel Drive,2600,0,Gasoline,22,0,0,0,0,25659,Automatic,20.9,29.9,Sport Utility Vehicle - 4WD,2009,-5500,,,0,17,22,19,0,0
Acura,RDX,2010,14975,15.69571429,0,0,0,19,0,0,0,423.1904762,-1,0,21,0,0,4,2.3,Front-Wheel Drive,2350,0,Gasoline,24,0,0,0,0,29364,Automatic,23.6,34.4,Sport Utility Vehicle - 2WD,2010,-4250,,,0,19,24,21,0,0
Acura,RDX,2011,15196,15.69571429,0,0,0,19,0,0,0,423.1904762,-1,0,21,0,0,4,2.3,Front-Wheel Drive,2350,0,Gasoline,24,0,0,28,101,30430,Automatic,23.6,34.4,Sport Utility Vehicle - 2WD,2011,-4250,,,0,19,24,21,0,0
Acura,RDX,2012,29520,15.69571429,0,0,0,19,0,0,0,423.1904762,-1,0,21,0,0,4,2.3,Front-Wheel Drive,2350,0,Gasoline,24,0,0,0,0,31900,Automatic,23.6,34.4,Sport Utility Vehicle - 2WD,2012,-4250,,HNX,0,19,24,21,0,0
Acura,RDX,2013,44750,14.33086957,0,0,0,20,0,0,0,387,-1,0,23,0,0,6,3.5,Front-Wheel Drive,2150,0,Gasoline,28,0,0,0,0,32634,Automatic,25.2,39.6,Small Sport Utility Vehicle 2WD,2013,-3250,,HNX,0,20,28,23,0,0
Acura,RDX,2014,44865,14.33086957,0,0,0,20,0,0,0,387,-1,0,23,0,0,6,3.5,Front-Wheel Drive,2150,0,Gasoline,28,0,0,0,0,33523,Automatic,25.1,39.6,Small Sport Utility Vehicle 2WD,2014,-3250,,HNX,0,20,28,23,27260,44865
Acura,RDX,2015,51026,14.33086957,0,0,0,20,0,0,0,387,-1,0,23,0,0,6,3.5,Front-Wheel Drive,2150,0,Gasoline,28,0,0,0,0,34839,Automatic,25.2,39.6,Small Sport Utility Vehicle 2WD,2015,-3250,,HNX,0,20,28,23,74135,0
Acura,RDX,2016,52361,14.33086957,0,0,0,20,0,0,0,386,-1,0,23,0,0,6,3.5,Front-Wheel Drive,2150,0,Gasoline,28,0,0,0,0,36138,Automatic,24.9,40.3,Small Sport Utility Vehicle 2WD,2016,-3250,,HNX,0,20,28,23,35880,0
Acura,RDX,2017,51295,14.33086957,0,0,0,20,0,0,0,386,-1,0,23,0,0,6,3.5,Front-Wheel Drive,2150,0,Gasoline,28,0,0,0,0,37307,Automatic,24.9,40.3,Small Sport Utility Vehicle 2WD,2017,-3250,,HNX,0,20,28,23,12185,16010
Acura,RDX,2018,63580,14.33086957,0,0,0,20,0,0,0,386,-1,0,23,0,0,6,3.5,Front-Wheel Drive,2150,0,Gasoline,28,0,0,0,0,38766,Automatic,24.9,40.3,Small Sport Utility Vehicle 2WD,2018,-3250,,HNX,0,20,28,23,19995,27995
Acura,RL,2000,14827,18.31166667,0,0,0,16,0,0,0,493.7222222,-1,0,18,0,0,6,3.5,Front-Wheel Drive,2750,0,Gasoline,22,0,0,15,96,15872,Automatic,19.5,30.2,Midsize Cars,2000,-6250,,,0,16,22,18,0,0
Acura,RL,2001,10723,18.31166667,0,0,0,16,0,0,0,493.7222222,-1,0,18,0,0,6,3.5,Front-Wheel Drive,2750,0,Gasoline,22,0,0,15,96,16735,Automatic,19.5,30.2,Midsize Cars,2001,-6250,,,0,16,22,18,0,0
Acura,RL,2002,9392,18.31166667,0,0,0,16,0,0,0,493.7222222,-1,0,18,0,0,6,3.5,Front-Wheel Drive,2750,0,Gasoline,22,0,0,15,96,17665,Automatic,19.5,30.3,Midsize Cars,2002,-6250,,,0,16,22,18,0,0
Acura,RL,2003,6829,18.31166667,0,0,0,16,0,0,0,493.7222222,-1,0,18,0,0,6,3.5,Front-Wheel Drive,2750,0,Gasoline,22,0,0,15,96,18630,Automatic,19.8,30.5,Midsize Cars,2003,-6250,,,0,16,22,18,0,0
Acura,RL,2004,8753,18.31166667,0,0,0,16,0,0,0,493.7222222,-1,0,18,0,0,6,3.5,Front-Wheel Drive,2750,0,Gasoline,22,0,0,15,96,19710,Automatic,20.1,30.5,Midsize Cars,2004,-6250,,,0,16,22,18,0,0
Acura,RL,2005,17572,17.34789474,0,0,0,16,0,0,0,467.7368421,-1,0,19,0,0,6,3.5,4-Wheel or All-Wheel Drive,2600,0,Gasoline,24,0,0,13,99,20832,Automatic,20.3,33.0439,Midsize Cars,2005,-5500,,,0,16,24,19,0,0
Acura,RL,2006,11501,17.34789474,0,0,0,16,0,0,0,467.7368421,-1,0,19,0,0,6,3.5,4-Wheel or All-Wheel Drive,2600,0,Gasoline,24,0,0,13,99,21914,Automatic,20.3,33.0439,Midsize Cars,2006,-5500,,,0,16,24,19,0,0
Acura,RL,2007,6262,17.34789474,0,0,0,16,0,0,0,467.7368421,-1,0,19,0,0,6,3.5,4-Wheel or All-Wheel Drive,2600,0,Gasoline,24,0,0,13,99,23550,Automatic,20.3,33.0439,Midsize Cars,2007,-5500,,,0,16,24,19,0,0
Acura,RL,2008,4517,17.34789474,0,0,0,16,0,0,0,467.7368421,-1,0,19,0,0,6,3.5,4-Wheel or All-Wheel Drive,2600,0,Gasoline,24,0,0,13,99,24345,Automatic,20.3,33.0439,Midsize Cars,2008,-5500,,,0,16,24,19,0,0
Acura,RL,2009,2043,18.31166667,0,0,0,16,0,0,0,493.7222222,-1,0,18,0,0,6,3.7,4-Wheel or All-Wheel Drive,2750,0,Gasoline,22,0,0,13,99,25266,Automatic,20,30.9,Midsize Cars,2009,-6250,,,0,16,22,18,0,0
Acura,RL,2010,2037,18.31166667,0,0,0,16,0,0,0,493.7222222,-1,0,18,0,0,6,3.7,All-Wheel Drive,2750,0,Gasoline,22,0,0,13,99,28619,Automatic,20,30.9,Midsize Cars,2010,-6250,,,0,16,22,18,0,0
Acura,RL,2011,1096,16.4805,0,0,0,17,0,0,0,444.35,-1,0,20,0,0,6,3.7,All-Wheel Drive,2450,0,Gasoline,24,0,0,14,99,30850,Automatic,21.5,33.6,Midsize Cars,2011,-4750,,,0,17,24,20,0,0
Acura,RL,2012,379,16.4805,0,0,0,17,0,0,0,444.35,-1,0,20,0,0,6,3.7,All-Wheel Drive,2450,0,Gasoline,24,0,0,14,99,32066,Automatic,21.5,33.6,Midsize Cars,2012,-4750,,HNX,0,17,24,20,0,0
Acura,RL,2013,39,16.4805,0,0,0,17,0,0,0,444.35,-1,0,20,0,0,6,3.7,All-Wheel Drive,2450,0,Gasoline,24,0,0,14,99,32066,Automatic,21.5,33.6,Midsize Cars,2012,-4750,,HNX,0,17,24,20,0,0
Acura,RL,2014,0,14.33086957,0,0,0,20,0,0,0,380,-1,0,23,0,0,6,3.5,Front-Wheel Drive,2150,0,Gasoline,30,0,0,15,102,33517,Automatic,24.995,43.2,Midsize Cars,2014,-3250,,HNX,0,20,30,23,26245,33015
Acura,RL,2015,0,14.33086957,0,0,0,20,0,0,0,381,-1,0,23,0,0,6,3.5,Front-Wheel Drive,2150,0,Gasoline,30,0,0,15,102,34992,Automatic,24.9749,43.2,Midsize Cars,2015,-3250,,HNX,0,20,30,23,23750,32700
Acura,RL,2016,0,14.33086957,0,0,0,20,0,0,0,380,-1,0,23,0,0,6,3.5,Front-Wheel Drive,2150,0,Gasoline,30,0,0,15,102,36046,Automatic,25,43.2,Midsize Cars,2016,-3250,,HNX,0,20,30,23,25395,28995
Acura,RL,2017,0,14.33086957,0,0,0,20,0,0,0,380,-1,0,23,0,0,6,3.5,Front-Wheel Drive,2150,0,Gasoline,30,0,0,15,102,37919,Automatic,25,43.2,Midsize Cars,2017,-3250,,HNX,0,20,30,23,78500,87200
Acura,RL,2018,0,14.33086957,0,0,0,20,0,0,0,383,-1,0,23,0,0,6,3.5,Front-Wheel Drive,2150,0,Gasoline,29,0,0,15,102,39713,Automatic,25.1,41.6,Midsize Cars,2018,-3250,,HNX,0,20,29,23,21190,29895
