Make,Model,Year,Sales,annual fuel consumption,annual fuel consumption (f2),T to charge120,T to charge240,mpg city,mpg city (f2),phev city gpm/100,city epm/100 ,co2,co2(f2),co2TailpipeAGpm,mpg comb,mpg comb(f2),combinedCD GPM/100,cylinders,displ,drive,fuelCost,fuelCostA08,fuelType,mpg highway,highwayA08,elec compumption kw/100m,LV,PV,id,trany,UCity,UHighway,VClass,year,youSaveSpend,evMotor (0 for non electric),mfrCode,charge240b,mpg City total,mpg Hwy total,mpg Comb total,MSRP Low,MSRP High
Buick,Park Avenue,2007,26,16.4805,0,0,0,17,0,0,0,444.35,-1,0,20,0,0,6,3.8,Front-Wheel Drive,2450,0,Gasoline,26,0,0,19,111,20951,Automatic,20.7,36.3,Large Cars,2005,-4750,,,0,17,26,20,0,0
Buick,Park Avenue,2008,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buick,Park Avenue,2009,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buick,Park Avenue,2010,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buick,Park Avenue,2011,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buick,Park Avenue,2012,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buick,Park Avenue,2013,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buick,Park Avenue,2014,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buick,Park Avenue,2015,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buick,Park Avenue,2016,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buick,Park Avenue,2017,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buick,Park Avenue,2018,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buick,Rainier,2000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buick,Rainier,2001,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buick,Rainier,2002,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buick,Rainier,2003,4797,20.600625,0,0,0,14,0,0,0,555.4375,-1,0,16,0,0,6,4.2,Rear-Wheel Drive,2500,0,Gasoline,19,0,0,0,0,20146,Automatic,17.3,26.6,Sport Utility Vehicle - 2WD,2004,-5000,,,0,14,19,16,0,0
Buick,Rainier,2004,24134,20.600625,0,0,0,14,0,0,0,555.4375,-1,0,16,0,0,6,4.2,Rear-Wheel Drive,2500,0,Gasoline,19,0,0,0,0,20146,Automatic,17.3,26.6,Sport Utility Vehicle - 2WD,2004,-5000,,,0,14,19,16,0,0
Buick,Rainier,2005,15271,20.600625,0,0,0,14,0,0,0,555.4375,-1,0,16,0,0,6,4.2,Rear-Wheel Drive,2500,0,Gasoline,20,0,0,0,0,21251,Automatic,17.5,27.4,Sport Utility Vehicle - 2WD,2005,-5000,,,0,14,20,16,0,0
Buick,Rainier,2006,12691,20.600625,0,0,0,14,0,0,0,555.4375,-1,0,16,0,0,6,4.2,Rear-Wheel Drive,2500,0,Gasoline,20,0,0,0,0,22349,Automatic,17.6,28,Sport Utility Vehicle - 2WD,2006,-5000,,,0,14,20,16,0,0
Buick,Rainier,2007,4819,20.600625,0,0,0,14,0,0,0,555.4375,-1,0,16,0,0,6,4.2,4-Wheel or All-Wheel Drive,2500,0,Gasoline,20,0,0,0,0,22936,Automatic,17.1,27.5,Sport Utility Vehicle - 4WD,2007,-5000,,,0,14,20,16,0,0
Buick,Rainier,2008,117,20.600625,0,0,0,14,0,0,0,555.4375,-1,0,16,0,0,6,4.2,4-Wheel or All-Wheel Drive,2500,0,Gasoline,20,0,0,0,0,22936,Automatic,17.1,27.5,Sport Utility Vehicle - 4WD,2007,-5000,,,0,14,20,16,0,0
Buick,Rainier,2009,4,20.600625,0,0,0,14,0,0,0,555.4375,-1,0,16,0,0,6,4.2,4-Wheel or All-Wheel Drive,2500,0,Gasoline,20,0,0,0,0,22936,Automatic,17.1,27.5,Sport Utility Vehicle - 4WD,2007,-5000,,,0,14,20,16,0,0
Buick,Rainier,2010,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buick,Rainier,2011,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buick,Rainier,2012,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buick,Rainier,2013,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buick,Rainier,2014,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buick,Rainier,2015,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buick,Rainier,2016,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buick,Rainier,2017,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buick,Rainier,2018,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buick,Regal,2000,65167,15.69571429,0,0,0,17,0,0,0,423.1904762,-1,0,21,0,0,6,3.8,Front-Wheel Drive,1900,0,Gasoline,27,0,0,17,102,15885,Automatic,21.8,37.6,Midsize Cars,2000,-2000,,,0,17,27,21,0,0
Buick,Regal,2001,49992,15.69571429,0,0,0,17,0,0,0,423.1904762,-1,0,21,0,0,6,3.8,Front-Wheel Drive,1900,0,Gasoline,28,0,0,17,102,16747,Automatic,21.7,38.5,Midsize Cars,2001,-2000,,,0,17,28,21,0,0
Buick,Regal,2002,40754,17.34789474,0,0,0,16,0,0,0,467.7368421,-1,0,19,0,0,6,3.8,Front-Wheel Drive,2600,0,Gasoline,25,0,0,17,102,17675,Automatic,19.7,35.1,Midsize Cars,2002,-5500,,,0,16,25,19,0,0
Buick,Regal,2003,23677,17.34789474,0,0,0,16,0,0,0,467.7368421,-1,0,19,0,0,6,3.8,Front-Wheel Drive,2600,0,Gasoline,25,0,0,17,102,18640,Automatic,19.4257,34.4016,Midsize Cars,2003,-5500,,,0,16,25,19,0,0
Buick,Regal,2004,13775,15.69571429,0,0,0,18,0,0,0,423.1904762,-1,0,21,0,0,6,3.8,Front-Wheel Drive,1900,0,Gasoline,28,0,0,17,102,19728,Automatic,22.2,38.9,Midsize Cars,2004,-2000,,,0,18,28,21,0,0
Buick,Regal,2005,602,15.69571429,0,0,0,18,0,0,0,423.1904762,-1,0,21,0,0,6,3.8,Front-Wheel Drive,1900,0,Gasoline,28,0,0,17,102,19728,Automatic,22.2,38.9,Midsize Cars,2004,-2000,,,0,18,28,21,0,0
Buick,Regal,2006,30,15.69571429,0,0,0,18,0,0,0,423.1904762,-1,0,21,0,0,6,3.8,Front-Wheel Drive,1900,0,Gasoline,28,0,0,17,102,19728,Automatic,22.2,38.9,Midsize Cars,2004,-2000,,,0,18,28,21,0,0
Buick,Regal,2007,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buick,Regal,2008,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buick,Regal,2009,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buick,Regal,2010,12326,14.33086957,0,0,0,19,0,0,0,386.3913043,-1,0,23,0,0,4,2.4,Front-Wheel Drive,1750,0,Gasoline,30,0,0,13,98,30075,Automatic,24.3,42.5,Midsize Cars,2011,-1250,,,0,19,30,23,0,0
Buick,Regal,2011,40144,14.33086957,0,0,0,19,0,0,0,386.3913043,-1,0,23,0,0,4,2.4,Front-Wheel Drive,1750,0,Gasoline,30,0,0,13,98,30075,Automatic,24.3,42.5,Midsize Cars,2011,-1250,,,0,19,30,23,0,0
Buick,Regal,2012,24616,14.98227273,4.681875,0,0,18,13,0,0,403.9545455,-1,387.625,22,16,0,4,2,Front-Wheel Drive,1850,2200,Gasoline or E85,29,21,0,13,98,31359,Automatic,23.2,40.9,Midsize Cars,2012,-1750,,GMX,0,18,29,22,0,0
Buick,Regal,2013,18685,11.36586207,0,0,0,25,0,0,0,312,-1,0,29,0,0,4,2.4,Front-Wheel Drive,1400,0,Gasoline,36,0,0,13,98,32399,Automatic,31.9796,51.8816,Midsize Cars,2013,500,115V Li-Ion,GMX,0,25,36,29,0,0
Buick,Regal,2014,22560,11.77178571,0,0,0,24,0,0,0,312,-1,0,28,0,0,4,2.4,Front-Wheel Drive,1450,0,Gasoline,35,0,0,13,98,33837,Automatic,31.5,51.2,Midsize Cars,2014,250,115V Li-Ion,GMX,0,24,35,28,22555,31305
Buick,Regal,2015,19504,14.98227273,0,0,0,19,0,0,0,407,-1,0,22,0,0,4,2,All-Wheel Drive,1850,0,Gasoline,27,0,0,13,98,34998,Automatic,23.9,37.9,Midsize Cars,2015,-1750,,GMX,0,19,27,22,22350,25950
Buick,Regal,2016,19833,14.98227273,0,0,0,19,0,0,0,407,-1,0,22,0,0,4,2,All-Wheel Drive,1850,0,Gasoline,27,0,0,13,98,36454,Automatic,23.9,37.9,Midsize Cars,2016,-1750,,GMX,0,19,27,22,26299,29550
Buick,Regal,2017,11559,13.73375,0,0,0,21,0,0,0,374,-1,0,24,0,0,4,2,Front-Wheel Drive,2050,0,Gasoline,29,0,0,13,98,37487,Automatic,26,41.9,Midsize Cars,2017,-2750,,GMX,0,21,29,24,15545,27055
Buick,Regal,2018,14118,12.67730769,0,0,0,22,0,0,0,344,-1,0,26,0,0,4,2,Front-Wheel Drive,1900,0,Gasoline,32,0,0,25,98,39506,Automatic,28.5363,45.9464,Large Cars,2018,-2000,,GMX,0,22,32,26,63600,0
Buick,Rendezvous,2000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buick,Rendezvous,2001,31754,16.4805,0,0,0,17,0,0,0,444.35,-1,0,20,0,0,6,3.4,Front-Wheel Drive,2000,0,Gasoline,24,0,0,0,0,18043,Automatic,21.3,33.2,Sport Utility Vehicle - 2WD,2002,-2500,,,0,17,24,20,0,0
Buick,Rendezvous,2002,61468,16.4805,0,0,0,17,0,0,0,444.35,-1,0,20,0,0,6,3.4,Front-Wheel Drive,2000,0,Gasoline,24,0,0,0,0,18043,Automatic,21.3,33.2,Sport Utility Vehicle - 2WD,2002,-2500,,,0,17,24,20,0,0
Buick,Rendezvous,2003,72643,16.4805,0,0,0,17,0,0,0,444.35,-1,0,20,0,0,6,3.4,Front-Wheel Drive,2000,0,Gasoline,24,0,0,0,0,19018,Automatic,21.3,33.2,Sport Utility Vehicle - 2WD,2003,-2500,,,0,17,24,20,0,0
Buick,Rendezvous,2004,60039,16.4805,0,0,0,17,0,0,0,444.35,-1,0,20,0,0,6,3.4,Front-Wheel Drive,2000,0,Gasoline,24,0,0,0,0,20148,Automatic,21.2,33.3333,Sport Utility Vehicle - 2WD,2004,-2500,,,0,17,24,20,0,0
Buick,Rendezvous,2005,60589,17.34789474,0,0,0,17,0,0,0,467.7368421,-1,0,19,0,0,6,3.4,Front-Wheel Drive,2100,0,Gasoline,24,0,0,0,0,21253,Automatic,20.8,33.4,Sport Utility Vehicle - 2WD,2005,-3000,,,0,17,24,19,0,0
Buick,Rendezvous,2006,45954,17.34789474,0,0,0,17,0,0,0,467.7368421,-1,0,19,0,0,6,3.5,Front-Wheel Drive,2100,0,Gasoline,23,0,0,0,0,22351,Automatic,20.8,32.7,Sport Utility Vehicle - 2WD,2006,-3000,,,0,17,23,19,0,0
Buick,Rendezvous,2007,15295,17.34789474,0,0,0,17,0,0,0,467.7368421,-1,0,19,0,0,6,3.5,Front-Wheel Drive,2100,0,Gasoline,23,0,0,0,0,23384,Automatic,20.8,32.7,Sport Utility Vehicle - 2WD,2007,-3000,,,0,17,23,19,0,0
Buick,Rendezvous,2008,27,17.34789474,0,0,0,17,0,0,0,467.7368421,-1,0,19,0,0,6,3.5,Front-Wheel Drive,2100,0,Gasoline,23,0,0,0,0,23384,Automatic,20.8,32.7,Sport Utility Vehicle - 2WD,2007,-3000,,,0,17,23,19,0,0
Buick,Rendezvous,2009,9,17.34789474,0,0,0,17,0,0,0,467.7368421,-1,0,19,0,0,6,3.5,Front-Wheel Drive,2100,0,Gasoline,23,0,0,0,0,23384,Automatic,20.8,32.7,Sport Utility Vehicle - 2WD,2007,-3000,,,0,17,23,19,0,0
Buick,Rendezvous,2010,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buick,Rendezvous,2011,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buick,Rendezvous,2012,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buick,Rendezvous,2013,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buick,Rendezvous,2014,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buick,Rendezvous,2015,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buick,Rendezvous,2016,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buick,Rendezvous,2017,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buick,Rendezvous,2018,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buick,Terraza,2000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buick,Terraza,2001,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buick,Terraza,2002,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buick,Terraza,2003,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buick,Terraza,2004,2137,18.31166667,0,0,0,16,0,0,0,493.7222222,-1,0,18,0,0,6,3.5,Front-Wheel Drive,2250,0,Gasoline,23,0,0,0,0,21223,Automatic,19.7,31.3,Minivan - 2WD,2005,-3750,,,0,16,23,18,0,0
Buick,Terraza,2005,20288,18.31166667,0,0,0,16,0,0,0,493.7222222,-1,0,18,0,0,6,3.5,Front-Wheel Drive,2250,0,Gasoline,23,0,0,0,0,21223,Automatic,19.7,31.3,Minivan - 2WD,2005,-3750,,,0,16,23,18,0,0
Buick,Terraza,2006,11948,17.34789474,0,0,0,16,0,0,0,467.7368421,-1,0,19,0,0,6,3.5,Front-Wheel Drive,2100,0,Gasoline,23,0,0,0,0,22319,Automatic,20.2,31.9437,Minivan - 2WD,2006,-3000,,,0,16,23,19,0,0
Buick,Terraza,2007,5569,17.34789474,0,0,0,16,0,0,0,467.7368421,-1,0,19,0,0,6,3.9,Front-Wheel Drive,2100,0,Gasoline,23,0,0,0,0,23380,Automatic,20.4,32.0513,Minivan - 2WD,2007,-3000,,,0,16,23,19,0,0
Buick,Terraza,2008,544,17.34789474,0,0,0,16,0,0,0,467.7368421,-1,0,19,0,0,6,3.9,Front-Wheel Drive,2100,0,Gasoline,23,0,0,0,0,24559,Automatic,19.9,32.5,Minivan - 2WD,2008,-3000,,,0,16,23,19,0,0
Buick,Terraza,2009,33,17.34789474,0,0,0,16,0,0,0,467.7368421,-1,0,19,0,0,6,3.9,Front-Wheel Drive,2100,0,Gasoline,23,0,0,0,0,24559,Automatic,19.9,32.5,Minivan - 2WD,2008,-3000,,,0,16,23,19,0,0
Buick,Terraza,2010,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buick,Terraza,2011,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buick,Terraza,2012,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buick,Terraza,2013,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buick,Terraza,2014,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buick,Terraza,2015,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buick,Terraza,2016,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buick,Terraza,2017,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buick,Terraza,2018,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buick,Verano,2000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buick,Verano,2001,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buick,Verano,2002,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buick,Verano,2003,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buick,Verano,2004,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buick,Verano,2005,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buick,Verano,2006,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buick,Verano,2007,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buick,Verano,2008,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buick,Verano,2009,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buick,Verano,2010,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buick,Verano,2011,265,13.73375,4.406470588,0,0,21,15,0,0,370.2916667,-1,364.8235294,24,17,0,4,2.4,Front-Wheel Drive,1700,2050,Gasoline or E85,31,22,0,14,91,32160,Automatic,26.3,44.5,Compact Cars,2012,-1000,,GMX,0,21,31,24,0,0
Buick,Verano,2012,41042,13.73375,4.406470588,0,0,21,15,0,0,370.2916667,-1,364.8235294,24,17,0,4,2.4,Front-Wheel Drive,1700,2050,Gasoline or E85,31,22,0,14,91,32160,Automatic,26.3,44.5,Compact Cars,2012,-1000,,GMX,0,21,31,24,0,0
Buick,Verano,2013,45527,13.73375,4.406470588,0,0,21,15,0,0,363,357,357,24,17,0,4,2.4,Front-Wheel Drive,1700,2050,Gasoline or E85,31,22,0,14,91,32528,Automatic,26.3,44.5,Compact Cars,2013,-1000,,GMX,0,21,31,24,0,0
Buick,Verano,2014,43743,13.73375,0,0,0,21,0,0,0,373,-1,0,24,0,0,4,2,Front-Wheel Drive,1700,0,Gasoline,29,0,0,14,91,33801,Automatic,26,42,Compact Cars,2014,-1000,,GMX,0,21,29,24,0,0
Buick,Verano,2015,31886,13.73375,0,0,0,21,0,0,0,373,-1,0,24,0,0,4,2,Front-Wheel Drive,1700,0,Gasoline,29,0,0,14,91,34983,Automatic,26,42,Compact Cars,2015,-1000,,GMX,0,21,29,24,13915,15275
Buick,Verano,2016,30277,13.73375,0,0,0,21,0,0,0,374,-1,0,24,0,0,4,2,Front-Wheel Drive,1700,0,Gasoline,29,0,0,14,91,36444,Automatic,26,41.9,Compact Cars,2016,-1000,,GMX,0,21,29,24,17125,26630
Buick,Verano,2017,4277,13.73375,0,0,0,21,0,0,0,364,-1,0,24,0,0,4,2.4,Front-Wheel Drive,1700,0,Gasoline,31,0,0,14,91,37764,Automatic,26.3,44.5,Compact Cars,2017,-1000,,GMX,0,21,31,24,50100,0
Buick,Verano,2018,210,13.73375,0,0,0,21,0,0,0,364,-1,0,24,0,0,4,2.4,Front-Wheel Drive,1700,0,Gasoline,31,0,0,14,91,37764,Automatic,26.3,44.5,Compact Cars,2017,-1000,,GMX,0,21,31,24,50100,0
Cadillac,ATS,2000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cadillac,ATS,2001,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cadillac,ATS,2002,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cadillac,ATS,2003,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cadillac,ATS,2004,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cadillac,ATS,2005,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cadillac,ATS,2006,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cadillac,ATS,2007,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cadillac,ATS,2008,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cadillac,ATS,2009,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cadillac,ATS,2010,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cadillac,ATS,2011,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cadillac,ATS,2012,7008,12.67730769,0,0,0,22,0,0,0,344,-1,0,26,0,0,4,2.5,Rear-Wheel Drive,1550,0,Gasoline,32,0,0,10,91,32690,Automatic,28.5,45.9,Compact Cars,2013,-250,,GMX,0,22,32,26,0,0
Cadillac,ATS,2013,38319,12.67730769,0,0,0,22,0,0,0,344,-1,0,26,0,0,4,2.5,Rear-Wheel Drive,1550,0,Gasoline,32,0,0,10,91,32690,Automatic,28.5,45.9,Compact Cars,2013,-250,,GMX,0,22,32,26,0,0
Cadillac,ATS,2014,29890,12.67730769,0,0,0,22,0,0,0,344,-1,0,26,0,0,4,2.5,Rear-Wheel Drive,1550,0,Gasoline,32,0,0,10,91,33642,Automatic,28.5,45.9,Compact Cars,2014,-250,,GMX,0,22,32,26,0,0
Cadillac,ATS,2015,26873,14.98227273,0,0,0,18,0,0,0,412,-1,0,22,0,0,6,3.6,Rear-Wheel Drive,1850,0,Gasoline,27,0,0,10,91,34984,Automatic,23.1,39,Compact Cars,2015,-1750,,GMX,0,18,27,22,13915,15275
Cadillac,ATS,2016,21505,17.34789474,0,0,0,16,0,0,0,472,-1,0,19,0,0,6,3.6,Rear-Wheel Drive,2600,0,Gasoline,24,0,0,20,182,36362,Automatic,19.9,33.5,Compact Cars,2016,-5500,,GMX,0,16,24,19,30945,32345
Cadillac,ATS,2017,13100,13.73375,0,0,0,20,0,0,0,376,-1,0,24,0,0,6,3.6,Rear-Wheel Drive,1700,0,Gasoline,30,0,0,20,182,37765,Automatic,25.7,42.2,Compact Cars,2017,-1000,,GMX,0,20,30,24,53400,0
Cadillac,ATS,2018,10859,14.98227273,0,0,0,19,0,0,0,398,-1,0,22,0,0,6,3.6,All-Wheel Drive,1850,0,Gasoline,27,0,0,10,91,38906,Automatic,24.4,39,Compact Cars,2018,-1750,,GMX,0,19,27,22,38950,45450
Cadillac,Catera,2000,17290,18.31166667,0,0,0,16,0,0,0,493.7222222,-1,0,18,0,0,6,3,Rear-Wheel Drive,2750,0,Gasoline,23,0,0,14,99,15887,Automatic,19.9,31.3499,Midsize Cars,2000,-6250,,,0,16,23,18,0,0
Cadillac,Catera,2001,9764,18.31166667,0,0,0,16,0,0,0,493.7222222,-1,0,18,0,0,6,3,Rear-Wheel Drive,2250,0,Gasoline,22,0,0,14,99,16749,Automatic,19.4396,30.684,Midsize Cars,2001,-3750,,,0,16,22,18,0,0
Cadillac,Catera,2002,244,18.31166667,0,0,0,16,0,0,0,493.7222222,-1,0,18,0,0,6,3,Rear-Wheel Drive,2250,0,Gasoline,22,0,0,14,99,16749,Automatic,19.4396,30.684,Midsize Cars,2001,-3750,,,0,16,22,18,0,0
Cadillac,Catera,2003,208,18.31166667,0,0,0,16,0,0,0,493.7222222,-1,0,18,0,0,6,3,Rear-Wheel Drive,2250,0,Gasoline,22,0,0,14,99,16749,Automatic,19.4396,30.684,Midsize Cars,2001,-3750,,,0,16,22,18,0,0
Cadillac,Catera,2004,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cadillac,Catera,2005,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cadillac,Catera,2006,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cadillac,Catera,2007,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cadillac,Catera,2008,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cadillac,Catera,2009,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cadillac,Catera,2010,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cadillac,Catera,2011,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cadillac,Catera,2012,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cadillac,Catera,2013,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cadillac,Catera,2014,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cadillac,Catera,2015,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cadillac,Catera,2016,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cadillac,Catera,2017,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cadillac,Catera,2018,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cadillac,CT6,2000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cadillac,CT6,2001,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cadillac,CT6,2002,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cadillac,CT6,2003,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cadillac,CT6,2004,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cadillac,CT6,2005,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cadillac,CT6,2006,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cadillac,CT6,2007,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cadillac,CT6,2008,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cadillac,CT6,2009,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cadillac,CT6,2010,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cadillac,CT6,2011,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cadillac,CT6,2012,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cadillac,CT6,2013,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cadillac,CT6,2014,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cadillac,CT6,2015,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
